station,block_time,extract_time,u10,v10,d2m,t2m,msl,sst,sp,tp,mwd,mwp,swh,tide,residual,residual_is_deviant,magnitude,wind_dir,u10_abs,v10_abs,wind_wave_diff,wind_wave_alignment,tau_u,tau_v,tau_mag,lat,lon
1,1961-01-31,1961-01-28 10:00:00,16.78189,-2.3670197,278.87543,282.75394,100424.56,283.62183,100187.5,7.1525574e-06,,,,-1.0041206443928452,0.5731695,0,39.723064,98.02838,16.78189,2.3670197,,,1.0616053,-0.14973526,2.5128405,48.383,-4.495
1,1961-03-31,1961-02-06 04:00:00,4.8555145,11.830048,281.86734,284.14014,100683.94,283.68652,100447.484,8.010864e-05,,,,-0.02748862416663447,0.54653734,0,57.440968,22.315165,4.8555145,11.830048,,,0.44415694,1.0821506,5.254398,48.383,-4.495
1,1961-05-31,1961-04-25 20:00:00,1.8095245,-11.069534,282.7046,285.19388,99419.5,285.54932,99185.33,0.00088882446,,,,-1.030677675885309,0.60972655,0,20.030594,170.71603,1.8095245,11.069534,,,0.05772152,-0.353104,0.63895035,48.383,-4.495
1,1961-07-31,1961-07-12 14:00:00,7.8115997,-3.663803,287.00696,288.94006,98858.25,288.7273,98629.86,0.00041866302,,,,1.2867701546713757,0.49227875,0,28.620163,115.12755,7.8115997,3.663803,,,0.35603407,-0.16698739,1.3044386,48.383,-4.495
1,1961-09-30,1961-08-08 00:00:00,2.9580994,4.280548,285.2481,287.41403,99776.94,288.38086,99545.61,0.0019259453,,,,0.8072542658662143,0.5217944,0,12.662287,34.646652,2.9580994,4.280548,,,0.059649166,0.08631594,0.25533113,48.383,-4.495
1,1961-11-30,1961-10-24 08:00:00,5.1605835,12.562988,286.87476,288.49792,100232.75,287.49902,100001.08,0.00029945374,,,,-1.410586132074934,0.5696349,0,64.83235,22.331717,5.1605835,12.562988,,,0.5328071,1.2970723,6.6936502,48.383,-4.495
1,1962-01-31,1962-01-12 04:00:00,17.453339,8.204254,281.7972,284.49506,99484.625,284.25806,99252.03,0.0011162758,,,,-1.410868329392106,0.6799173,0,143.19162,64.82329,17.453339,8.204254,,,3.9799314,1.8708379,32.652367,48.383,-4.495
1,1962-03-31,1962-03-07 14:00:00,-13.088058,9.720444,272.94852,277.302,100212.06,282.75098,99970.21,0.0012898445,,,,0.07000169711164558,0.5590471,0,127.22173,306.6011,13.088058,9.720444,,,-2.6516488,1.9693679,25.7752,48.383,-4.495
1,1962-05-31,1962-04-04 12:00:00,15.005707,-1.5328827,280.35748,282.8048,99488.75,282.34033,99254.56,0.0007753372,,,,-1.4616078902776926,0.49065682,0,23.001987,95.83272,15.005707,1.5328827,,,0.549669,-0.05615051,0.8425781,48.383,-4.495
1,1962-07-31,1962-06-17 23:00:00,1.8004303,5.774338,286.0243,287.94193,101648.81,287.30933,101414.26,0.0,,,,-2.285854736889617,0.34490362,0,10.396293,17.317402,1.8004303,5.774338,,,0.029808098,0.0956005,0.17212202,48.383,-4.495
1,1962-09-30,1962-09-30 00:00:00,3.2233124,12.264679,286.6178,289.04938,99667.31,287.9812,99436.555,0.002632141,,,,-2.177094154645392,0.556143,0,39.53289,14.725059,3.2233124,12.264679,,,0.20292728,0.77213675,2.4888377,48.383,-4.495
1,1962-11-30,1962-11-05 04:00:00,-0.49279785,-4.165634,281.79706,285.0869,98784.19,286.8789,98551.42,0.00019741058,,,,-1.0849746850213178,0.56402344,0,2.0528157,186.74678,0.49279785,4.165634,,,-0.0016110098,-0.013617912,0.006710878,48.383,-4.495
1,1963-01-31,1962-12-30 01:00:00,-2.122223,1.6310425,280.67188,281.79477,98636.06,284.2307,98400.14,0.00037670135,,,,-2.258948898845359,0.44799766,0,3.4614356,307.54422,2.122223,1.6310425,,,-0.011698406,0.008990855,0.019080596,48.383,-4.495
1,1963-03-31,1963-03-11 10:00:00,5.9414673,5.0084534,279.1285,281.80353,97116.06,281.60986,96887.22,0.00049448013,,,,-2.4436586362441117,0.8227075,0,29.75756,49.87026,5.9414673,5.0084534,,,0.28155968,0.23734517,1.4101785,48.383,-4.495
1,1963-05-31,1963-04-20 13:00:00,4.8997498,13.985535,282.09586,285.06375,99889.69,283.34155,99656.4,0.00013446808,,,,1.7936132635379518,0.5354354,0,68.52562,19.307608,4.8997498,13.985535,,,0.53469527,1.5262002,7.477999,48.383,-4.495
1,1963-07-31,1963-06-09 15:00:00,-1.8520966,-3.7150726,286.1869,288.64584,101025.125,285.78955,100794.39,1.04904175e-05,,,,0.9064932168509113,0.2725558,0,6.880673,206.4979,1.8520966,3.7150726,,,-0.020294296,-0.040707804,0.07539478,48.383,-4.495
1,1963-09-30,1963-09-16 12:00:00,-3.8146057,-3.599533,287.80362,289.83298,101728.375,287.3186,101494.95,9.536743e-07,,,,-0.21472046230732061,0.5837691,0,13.7308,226.6616,3.8146057,3.599533,,,-0.08341131,-0.07870847,0.30024177,48.383,-4.495
1,1963-11-30,1963-11-10 23:00:00,3.1826324,16.99939,284.53952,285.93265,99143.19,287.02832,98912.08,0.0007658005,,,,0.9987492372661065,0.88029957,0,54.10281,10.604178,3.1826324,16.99939,,,0.27421156,1.4646457,4.661429,48.383,-4.495
1,1964-01-31,1963-12-03 15:00:00,-8.045074,2.008545,280.83957,283.64935,99948.19,286.17773,99713.09,0.00066280365,,,,0.5150727125842524,0.4339763,0,16.158894,284.018,8.045074,2.008545,,,-0.20702422,0.051685963,0.4158174,48.383,-4.495
1,1964-03-31,1964-02-26 13:00:00,-0.5800171,10.410095,282.07382,284.2648,99201.75,283.20654,98968.64,6.484985e-05,,,,0.39314044963510897,0.57590854,0,6.038033,356.81097,0.5800171,10.410095,,,-0.0055771936,0.100098975,0.05805912,48.383,-4.495
1,1964-05-31,1964-04-21 00:00:00,6.13739,3.5681,278.7991,281.9182,99752.06,283.49683,99516.84,0.00010728836,,,,1.3368195019038502,0.39222923,0,21.89882,59.827522,6.13739,3.5681,,,0.21403456,0.124433465,0.7636967,48.383,-4.495
1,1964-07-31,1964-06-07 05:00:00,6.611206,6.8687134,285.2541,287.6031,101013.0,287.20557,100778.87,0.00011777878,,,,-0.8993637915847679,0.35841253,0,45.41048,43.90561,6.611206,6.8687134,,,0.47809726,0.49671918,3.2839131,48.383,-4.495
1,1964-09-30,1964-08-17 11:00:00,4.9593506,13.36499,287.75726,290.7431,99549.25,289.04053,99320.94,6.246567e-05,,,,0.9753896671164788,0.313659,0,66.28168,20.358393,4.9593506,13.36499,,,0.5234772,1.4107225,6.996268,48.383,-4.495
1,1964-11-30,1964-10-09 10:00:00,18.799423,2.289383,284.459,287.91263,97926.0,287.56567,97700.47,0.0011081696,,,,-1.2255536469114574,0.5546025,0,43.039078,83.05673,18.799423,2.289383,,,1.2885075,0.1569137,2.9498868,48.383,-4.495
1,1965-01-31,1965-01-20 04:00:00,7.7171936,4.9682465,281.68817,284.02728,97863.625,283.2527,97633.164,0.00012350082,,,,1.8093712603308183,0.5696776,0,38.34092,57.226997,7.7171936,4.9682465,,,0.47119576,0.30335078,2.3410165,48.383,-4.495
1,1965-03-31,1965-03-04 14:00:00,2.2997284,-4.5575714,275.60034,278.75726,98970.31,281.94678,98733.66,0.00021028519,,,,-0.03748275106821549,0.41653156,0,10.481176,153.2247,2.2997284,4.5575714,,,0.038385395,-0.07607167,0.17494418,48.383,-4.495
1,1965-05-31,1965-05-03 13:00:00,7.8658447,6.4796906,284.21237,285.71472,100581.125,283.92603,100346.664,0.00052022934,,,,-1.9845484328919256,0.4235972,0,50.96824,50.519135,7.8658447,6.4796906,,,0.6384464,0.52593654,4.136935,48.383,-4.495
1,1965-07-31,1965-06-16 14:00:00,3.3073273,-8.464874,282.2343,285.2256,99951.0,286.18677,99718.86,0.001098156,,,,-0.4806724972666615,0.53972113,0,27.996109,158.65881,3.3073273,8.464874,,,0.14745323,-0.37739632,1.248173,48.383,-4.495
1,1965-09-30,1965-09-25 09:00:00,-2.051651,-5.883728,285.79993,288.47125,99005.69,287.18164,98773.99,0.00048208237,,,,-2.7580914410165547,0.38714027,0,12.071357,199.22363,2.051651,5.883728,,,-0.039440192,-0.113106646,0.23205537,48.383,-4.495
1,1965-11-30,1965-11-29 03:00:00,4.210312,15.527176,284.17337,285.49304,97803.5,285.69116,97575.33,0.0034456253,,,,-0.9219129024673371,0.80096173,0,65.37425,15.171376,4.210312,15.527176,,,0.43832925,1.616511,6.8060155,48.383,-4.495
1,1966-01-31,1966-01-22 16:00:00,10.19632,-0.55477905,280.57864,282.78052,98479.31,283.62915,98247.2,4.4345856e-05,,,,2.042051360525287,0.7469973,0,5.6567044,93.11437,10.19632,0.55477905,,,0.09185153,-0.0049976176,0.0509573,48.383,-4.495
1,1966-03-31,1966-02-21 01:00:00,-1.4293671,9.123108,280.71387,282.8178,97711.19,283.6079,97480.484,6.723404e-05,,,,-0.8948381171633812,0.923887,0,13.04027,351.09555,1.4293671,9.123108,,,-0.029683137,0.18945621,0.27080247,48.383,-4.495
1,1966-05-31,1966-04-09 02:00:00,-2.0662384,2.0029602,283.0282,285.0103,98894.94,284.34033,98663.164,0.0011053085,,,,-2.0579815214767243,0.4770303,0,4.138593,314.1091,2.0662384,2.0029602,,,-0.0136179775,0.013200929,0.027276268,48.383,-4.495
1,1966-07-31,1966-06-20 01:00:00,7.176132,-1.2211761,284.09128,286.67874,100328.56,287.59595,100094.875,6.67572e-05,,,,-1.1808417917901304,0.36989057,0,8.763321,99.65761,7.176132,1.2211761,,,0.10014715,-0.01704223,0.1222973,48.383,-4.495
1,1966-09-30,1966-09-01 13:00:00,5.4865417,8.719177,288.88635,290.5947,101084.69,289.28125,100853.22,0.00029277802,,,,-1.246229275196526,0.40527806,0,47.83813,32.180153,5.4865417,8.719177,,,0.41797695,0.6642463,3.6444154,48.383,-4.495
1,1966-11-30,1966-10-03 01:00:00,2.0684204,7.4630127,288.77353,290.4948,98492.44,288.66748,98265.625,0.00029802322,,,,-1.972092321763804,0.61114115,0,15.436648,15.491042,2.0684204,7.4630127,,,0.050847694,0.18346222,0.37947702,48.383,-4.495
1,1967-01-31,1966-12-01 14:00:00,15.984558,-3.0564423,282.96967,285.22272,98660.06,285.66162,98427.61,0.0018959045,,,,-1.226379870214897,0.63542867,0,48.855877,100.82498,15.984558,3.0564423,,,1.2436464,-0.23780033,3.8011332,48.383,-4.495
1,1967-03-31,1967-03-12 16:00:00,7.296814,12.847336,281.60858,283.8379,99666.31,283.4475,99431.875,0.0012435913,,,,2.1996572775279892,0.7593915,0,93.74462,29.594978,7.296814,12.847336,,,1.089329,1.9179571,13.994976,48.383,-4.495
1,1967-05-31,1967-05-04 04:00:00,7.774002,12.211624,280.9314,283.63828,99210.625,284.24097,98977.055,0.0019330978,,,,-0.32203994864054175,0.5110887,0,94.93319,32.481102,7.774002,12.211624,,,1.1752822,1.8461668,14.352105,48.383,-4.495
1,1967-07-31,1967-06-25 16:00:00,6.4115753,8.117355,283.99976,287.5971,101046.69,286.98364,100812.75,8.106232e-06,,,,0.9433124213939974,0.34573627,0,52.045036,38.3038,6.4115753,8.117355,,,0.5314024,0.67278033,4.313582,48.383,-4.495
1,1967-09-30,1967-09-24 15:00:00,6.323593,6.236603,288.19794,289.60114,100921.44,287.56055,100689.19,0.00027561188,,,,-0.8679614822454942,0.35701022,0,39.437737,45.396816,6.323593,6.236603,,,0.3971507,0.3916873,2.4768713,48.383,-4.495
1,1967-11-30,1967-11-04 08:00:00,-1.187439,-2.2056885,281.50403,283.49622,98571.0,286.5537,98338.67,0.000330925,,,,0.11846426159330725,0.6005847,0,2.6191206,208.29594,1.187439,2.2056885,,,-0.004952748,-0.009199816,0.01092422,48.383,-4.495
1,1968-01-31,1967-12-23 18:00:00,13.368469,4.096939,283.36304,285.03723,100455.81,284.25806,100220.414,5.340576e-05,,,,0.39850588198785264,0.28054312,0,54.769806,72.96164,13.368469,4.096939,,,1.1660101,0.3573388,4.777073,48.383,-4.495
1,1968-03-31,1968-03-24 11:00:00,3.8302612,13.956436,281.5026,284.1325,100217.125,282.56323,99982.234,0.0015149117,,,,0.44467056259790017,0.4143783,0,53.4568,15.346633,3.8302612,13.956436,,,0.32606995,1.1881107,4.550775,48.383,-4.495
1,1968-05-31,1968-04-16 21:00:00,-1.2102661,12.059219,279.6721,284.27783,99900.0,283.42065,99665.78,0.0,,,,0.5097832792592406,0.4292655,0,14.594865,354.26898,1.2102661,12.059219,,,-0.028129395,0.28028426,0.33921856,48.383,-4.495
1,1968-07-31,1968-07-14 08:00:00,5.269211,8.662857,285.04333,287.6611,100431.125,288.31494,100198.53,0.00051641464,,,,1.8239642517822847,0.35508478,0,45.64642,31.31019,5.269211,8.662857,,,0.38302907,0.62971973,3.3181262,48.383,-4.495
1,1968-09-30,1968-09-19 22:00:00,10.157089,6.795685,287.4698,289.9016,100539.56,288.01416,100308.79,9.059906e-05,,,,-1.3896219155357883,0.36867064,0,69.024376,56.215168,10.157089,6.795685,,,1.1164807,0.7469907,7.58725,48.383,-4.495
1,1968-11-30,1968-11-02 07:00:00,-4.9912567,2.4959106,282.19788,284.45654,98586.375,288.33887,98355.266,8.72612e-05,,,,-1.7696880067354586,0.49873674,0,12.45773,296.56766,4.9912567,2.4959106,,,-0.099021226,0.049516212,0.2471481,48.383,-4.495
1,1969-01-31,1969-01-12 23:00:00,10.1718445,7.206299,282.4795,284.4541,97524.19,284.4348,97296.06,0.00056028366,,,,1.3947135201569845,0.7043351,0,73.30135,54.684124,10.1718445,7.206299,,,1.1873839,0.8412086,8.5566435,48.383,-4.495
1,1969-03-31,1969-02-20 05:00:00,4.880768,-3.0544434,281.27756,282.79883,98216.81,283.3296,97985.8,0.00051116943,,,,2.330581209935452,0.54846764,0,14.908029,122.03882,4.880768,3.0544434,,,0.115874484,-0.07251565,0.35393202,48.383,-4.495
